Category,value
tests,798287
YUMA,13151
YAVAPAI,23223
SANTA CRUZ,2466
PINAL,48765
PIMA,70197
NAVAJO,6557
MOHAVE,18743
MARICOPA,572623
LA PAZ,1926
GREENLEE,321
GRAHAM,1721
GILA,8018
COCONINO,10396
COCHISE,7649
APACHE,1727
Unknown,743
65 years and older,192236
55 - 64 years,157907
45 - 54 years,144226
20 - 44 years,265906
Less than 20 years,37269
positive,0.2374797535222295
